L (GM/ID=ID/W (GM/ID=20)),ID/W
2.8e-07,0.16894965677120272
3e-07,0.15625758862267053
3.5e-07,0.13032034516790994
4e-07,0.11084170957454031
5e-07,0.08451272038079319
6e-07,0.06647668346841518
8e-07,0.04615052862827083
1e-06,0.03511987951429618
1.2e-06,0.02826921052181089
1.5e-06,0.02183701688838469
2e-06,0.015801967560723572
3e-06,0.010148602607161846
4e-06,0.007467124245233934
5e-06,0.005906407526430937
7e-06,0.004163238683828635
1e-05,0.0028846108783037124
