L,Vgs,Vds,W,id,gm,gds,cgg,vth,vdsat,V_star,gm_id,id_over_w,gm_over_gds,ft,K
3.5e-07,0.9,1.2,1e-05,1.45806e-05,0.000163024,1.66414e-06,1.11799e-14,0.772171,0.158188,0.17887672980665423,11.180884188579345,1.45806,97.96291177424978,2320778847.987294,6.708530513147607
3.5e-07,0.95,1.2,1e-05,2.73878e-05,0.000233095,2.71387e-06,1.1385e-14,0.758245,0.207847,0.23499259958386065,8.510906315950898,2.7387799999999998,85.89026003456318,3258517475.6262927,5.106543789570539
3.5e-07,1.0,1.2,1e-05,3.70035e-05,0.000270673,3.42856e-06,1.14703e-14,0.769498,0.238883,0.273418479124257,7.314794546461821,3.70035,78.9465548218494,3755694786.6675315,4.388876727877092
3.5e-07,1.05,1.2,1e-05,5.25792e-05,0.000319362,4.54351e-06,1.15575e-14,0.76693,0.281159,0.32927649501193,6.073922767938653,5.2579199999999995,70.28970993791144,4397840444.362005,3.6443536607631914
3.5e-07,1.1,1.2,1e-05,7.13942e-05,0.000365865,5.86005e-06,1.16243e-14,0.762404,0.324849,0.39027619477129544,5.124575945945189,7.139419999999999,62.433767629969026,5009267074.517715,3.074745567567113
3.5e-07,1.15,1.2,1e-05,8.90093e-05,0.000401318,7.08389e-06,1.1668e-14,0.766185,0.361677,0.4435848877947164,4.508719875338869,8.900929999999999,56.65220662658511,5474095256.406691,2.7052319252033215
3.5e-07,1.2,1.2,1e-05,0.000108681,0.000435329,8.46354e-06,1.17046e-14,0.768922,0.399054,0.4993051232516097,4.0055667503979535,10.868099999999998,51.43580582120483,5919447244.779976,2.4033400502387723
3.5e-07,1.25,1.2,1e-05,0.000131947,0.000470465,1.0129e-05,1.17377e-14,0.767701,0.439191,0.5609216413548298,3.5655604144088158,13.194699999999997,46.44732945009378,6379173969.493899,2.1393362486452894
3.5e-07,1.3,1.2,1e-05,0.000157615,0.000504267,1.20186e-05,1.17661e-14,0.76533,0.479865,0.6251251816993776,3.199359198045871,15.761499999999998,41.95721631471219,6821001494.813131,1.9196155188275226
3.5e-07,1.35,1.2,1e-05,0.000184899,0.000535748,1.40978e-05,1.17904e-14,0.763156,0.520052,0.6902461605082988,2.8975170228070457,18.4899,38.00224148448694,7231895648.289857,1.7385102136842272
3.5e-07,1.4,1.2,1e-05,0.000212641,0.000563884,1.62968e-05,1.18107e-14,0.762766,0.558593,0.754201218690369,2.6518122093105276,21.2641,34.6009032448088,7598611930.743335,1.5910873255863165
3.5e-07,1.45,1.2,1e-05,0.000237649,0.00058593,1.83588e-05,1.18263e-14,0.768439,0.59239,0.8111856365094806,2.4655268904981718,23.764899999999997,31.915484672200797,7885277373.805352,1.479316134298903
3.5e-07,1.5,1.2,1e-05,0.000267905,0.000610732,2.09763e-05,1.18424e-14,0.767959,0.63051,0.8773242600682459,2.279658834288274,26.790499999999994,29.11533492560652,8207881569.9857645,1.3677953005729644
3.5e-07,1.55,1.2,1e-05,0.00030149,0.000635682,2.40499e-05,1.18577e-14,0.76464,0.670435,0.9485560390258022,2.1084679425519917,30.148999999999997,26.43179389519291,8532171714.121813,1.265080765531195
3.5e-07,1.6,1.2,1e-05,0.000333277,0.000656383,2.714e-05,1.18703e-14,0.765324,0.70722,1.0154955262400154,1.969481842431371,33.32769999999999,24.185077376565953,8800670497.922338,1.1816891054588226
3.5e-07,1.65,1.2,1e-05,0.000365756,0.000675374,3.05038e-05,1.18816e-14,0.766361,0.74355,1.0831213520212506,1.8465151631142072,36.5756,22.140651328686914,9046686518.292631,1.1079090978685242
3.5e-07,1.7,1.2,1e-05,0.000401099,0.000694253,3.44297e-05,1.18926e-14,0.765026,0.781359,1.1554836637364188,1.7308769156741854,40.109899999999996,20.164363906743308,9290970578.879105,1.0385261494045113
3.5e-07,1.75,1.2,1e-05,0.000433643,0.000709277,3.83335e-05,1.19019e-14,0.768031,0.815933,1.2227747410391143,1.6356242346815237,43.36429999999999,18.502797813922548,9484615109.469097,0.9813745408089143
3.5e-07,1.8,1.2,1e-05,0.000469083,0.000724295,4.29367e-05,1.19112e-14,0.768496,0.85212,1.2952816186774727,1.5440657623490939,46.9083,16.868902360917353,9677877082.640232,0.9264394574094562
3.5e-07,0.3,1.65,1e-05,2.28996e-11,6.1688e-10,4.8002e-12,5.84938e-15,0.76632,0.0448478,0.07424328880819608,26.93846180719314,2.28996e-06,128.5113120286655,16784.599614750354,22.224230990934338
3.5e-07,0.35,1.65,1e-05,1.02852e-10,2.76344e-09,2.15239e-11,5.86538e-15,0.760591,0.0448489,0.07443765741250036,26.86812118383697,1.02852e-05,128.38937181458752,74984.93463984726,22.1661999766655
3.5e-07,0.4,1.65,1e-05,3.63227e-10,9.71643e-09,7.57907e-11,5.96055e-15,0.763488,0.0448559,0.07476552602138851,26.75029664644974,3.63227e-05,128.20082147281923,259442.1427060229,22.068994733321034
3.5e-07,0.45,1.65,1e-05,1.28907e-09,3.41983e-08,2.67496e-10,6.17097e-15,0.76592,0.0448795,0.07538795788094729,26.529435949948414,0.000128907,127.84602386577743,882005.3395721522,21.88678465870744
3.5e-07,0.5,1.65,1e-05,5.25444e-09,1.36979e-07,1.07764e-09,6.5915e-15,0.762596,0.0449782,0.07671891311806919,26.069191007985626,0.0005254439999999999,127.1101666604803,3307423.947475496,21.50708258158814
3.5e-07,0.55,1.65,1e-05,1.74096e-08,4.41969e-07,3.50564e-09,7.14045e-15,0.766019,0.045281,0.07878199602234545,25.38651089054315,0.00174096,126.07369838317683,9851136.979235468,20.9438714846981
3.5e-07,0.6,1.65,1e-05,5.66157e-08,1.38005e-06,1.1066e-08,7.84923e-15,0.768623,0.0462327,0.08204876634904532,24.375747363363875,0.0056615699999999995,124.71082595337069,27982589.274867743,20.109991574775197
3.5e-07,0.65,1.65,1e-05,2.01103e-07,4.61724e-06,3.73879e-08,8.7306e-15,0.765171,0.0494577,0.0871096152679956,22.959577927728578,0.020110299999999998,123.49556942219274,84170225.35010456,18.941651790376074
3.5e-07,0.7,1.65,1e-05,6.62146e-07,1.41047e-05,1.14246e-07,9.55965e-15,0.761477,0.057909,0.09389012173247215,21.301495440582592,0.0662146,123.45902701188663,234823735.7882617,17.573733738480637
3.5e-07,0.75,1.65,1e-05,1.72725e-06,3.33176e-05,2.70184e-07,1.01578e-14,0.764311,0.0724426,0.10368393881912262,19.28939064987697,0.172725,123.31448198264886,522028464.03340614,15.913747286148501
3.5e-07,0.8,1.65,1e-05,4.72825e-06,7.5829e-05,6.30749e-07,1.06914e-14,0.757637,0.100145,0.1247082250853895,16.0374345688151,0.47282499999999994,120.22056317172122,1128810088.4557056,13.230883519272457
3.5e-07,0.85,1.65,1e-05,8.90614e-06,0.000119637,1.03797e-06,1.09798e-14,0.764423,0.127676,0.1488860469587168,13.433092226261882,0.890614,115.26055666348738,1734168193.1078055,11.082301086666051
3.5e-07,0.9,1.65,1e-05,1.74369e-05,0.000183094,1.72061e-06,1.12329e-14,0.758234,0.168735,0.19046937638590014,10.500375640165396,1.7436899999999997,106.41226076798344,2594193409.579671,8.662809903136452
3.5e-07,0.95,1.65,1e-05,2.63748e-05,0.000230306,2.32834e-06,1.13669e-14,0.764745,0.202709,0.2290413623613801,8.732047257230386,2.6374799999999996,98.91424791911834,3224655651.3844624,7.203938987215068
3.5e-07,1.0,1.65,1e-05,3.76769e-05,0.000275815,3.02156e-06,1.14683e-14,0.769863,0.238597,0.27320414045646535,7.32053327104937,3.7676899999999995,91.28231774315253,3827709479.948302,6.039439948615731
3.5e-07,1.05,1.65,1e-05,5.48909e-05,0.000329573,4.00184e-06,1.1561e-14,0.763478,0.283922,0.3331031364826609,6.004146406781452,5.489089999999999,82.35536653139556,4537079150.560092,4.953420785594698
3.5e-07,1.1,1.65,1e-05,7.21209e-05,0.000371826,4.93107e-06,1.16204e-14,0.764323,0.323337,0.3879282244921011,5.155592900254988,7.21209,75.40472960229728,5092591121.65563,4.253364142710366
3.5e-07,1.15,1.65,1e-05,9.0693e-05,0.000409722,5.90504e-06,1.16655e-14,0.766627,0.36134,0.44270505367053753,4.517680526611756,9.069299999999998,69.38513540975167,5589925986.326994,3.7270864344546992
3.5e-07,1.2,1.65,1e-05,0.000111761,0.000446566,6.99541e-06,1.17033e-14,0.767372,0.400269,0.5005351952454956,3.995723016078954,11.1761,63.83700169110889,6072918434.695798,3.296471488265137
3.5e-07,1.25,1.65,1e-05,0.000136552,0.000484298,8.27489e-06,1.17368e-14,0.764441,0.441709,0.563917257556298,3.5466196027886814,13.655199999999997,58.526216058461195,6567243254.508787,2.9259611723006618
3.5e-07,1.3,1.65,1e-05,0.000161915,0.000517755,9.58616e-06,1.17635e-14,0.7639,0.480967,0.625450261223938,3.197696322144335,16.191499999999998,54.01067789396379,7004995754.711121,2.638099465769076
3.5e-07,1.35,1.65,1e-05,0.000185535,0.00054487,1.08136e-05,1.17839e-14,0.768829,0.5158,0.68102483161121,2.936750478346404,18.553499999999996,50.387475031441895,7359087724.98757,2.422819144635783
3.5e-07,1.4,1.65,1e-05,0.000218107,0.000579563,1.25395e-05,1.18064e-14,0.761869,0.559278,0.7526601939737354,2.6572416291086483,21.810699999999997,46.21898799792655,7812738538.68818,2.192224344014635
3.5e-07,1.45,1.65,1e-05,0.000245264,0.000604338,1.39985e-05,1.18221e-14,0.765469,0.594601,0.8116782330417744,2.4640305956031057,24.526399999999995,43.17162553130693,8135896329.60894,2.0328252413725623
3.5e-07,1.5,1.65,1e-05,0.000278288,0.000632328,1.58158e-05,1.1838e-14,0.762537,0.634488,0.8802014144557888,2.272207209797045,27.8288,39.98077871495594,8501277821.879709,1.8745709480825619
3.5e-07,1.55,1.65,1e-05,0.000307193,0.000653646,1.74415e-05,1.18498e-14,0.766863,0.668849,0.9399369077451708,2.127802391330532,30.719299999999997,37.47647851388929,8779134832.000965,1.7554369728476888
3.5e-07,1.6,1.65,1e-05,0.000341853,0.000677734,1.94479e-05,1.18618e-14,0.765118,0.707391,1.0088117166912092,1.9825305028769677,34.1853,34.84869831704194,9093452612.709927,1.6355876648734984
3.5e-07,1.65,1.65,1e-05,0.000372884,0.000696633,2.12964e-05,1.18711e-14,0.7692,0.741557,1.0705321166238178,1.868229798006887,37.288399999999996,32.71130331887079,9339706132.619246,1.5412895833556814
3.5e-07,1.7,1.65,1e-05,0.00041285,0.000720192,2.3761e-05,1.18812e-14,0.763853,0.782211,1.1464998222696168,1.7444398692018894,41.285,30.30983544463617,9647351847.897375,1.439162892091559
3.5e-07,1.75,1.65,1e-05,0.00044541,0.000736492,2.58428e-05,1.18882e-14,0.768242,0.815814,1.2095447065277014,1.653514739229025,44.541,28.49892426517251,9859889835.941202,1.3641496598639458
3.5e-07,1.8,1.65,1e-05,0.000487566,0.000757287,2.86425e-05,1.18959e-14,0.76296,0.855977,1.287665046409089,1.5531989515265627,48.75659999999999,26.43927729772192,10131723483.656736,1.2813891350094142
3.5e-07,0.3,2.2,1e-05,2.45274e-11,6.60705e-10,4.94696e-12,5.85445e-15,0.765134,0.0448476,0.07424614616205416,26.93742508378385,2.4527399999999997e-06,133.5577809402138,17961.45951806416,29.631167592162242
3.5e-07,0.35,2.2,1e-05,1.19973e-10,3.22249e-09,2.41513e-11,5.87575e-15,0.756279,0.0448486,0.07445981213285378,26.860126861877255,1.19973e-05,133.42925639613603,87286.76553022198,29.546139548064986
3.5e-07,0.4,2.2,1e-05,3.85475e-10,1.03104e-08,7.73721e-11,5.96785e-15,0.762633,0.044856,0.07477401458721292,26.747259874181204,3.8547499999999996e-05,133.25733694703905,274965.2094564504,29.421985861599325
3.5e-07,0.45,2.2,1e-05,1.39288e-09,3.69383e-08,2.7793e-10,6.18431e-15,0.764389,0.0448807,0.07541657304207286,26.519369938544596,0.000139288,132.90504803367756,950617.4552070252,29.171306932399062
3.5e-07,0.5,2.2,1e-05,5.2992e-09,1.38201e-07,1.04512e-09,6.58458e-15,0.763638,0.0449749,0.07668830182126034,26.079596920289855,0.0005299199999999999,132.23457593386405,3340436.639883338,28.687556612318843
3.5e-07,0.55,2.2,1e-05,2.20143e-08,5.55592e-07,4.24063e-09,7.2502e-15,0.758308,0.0453723,0.07924628144393728,25.237777262960893,0.00220143,131.01638199984436,12196244.6749486,27.761554989256986
3.5e-07,0.6,2.2,1e-05,6.94685e-08,1.68052e-06,1.29532e-08,7.96235e-15,0.76179,0.0464737,0.0826750053554852,24.19110820011948,0.006946849999999999,129.73782540221723,33590970.62610812,26.610219020131428
3.5e-07,0.65,2.2,1e-05,2.31892e-07,5.28485e-06,4.10299e-08,8.80805e-15,0.760532,0.049928,0.08775726841821432,22.790135062874096,0.023189199999999997,128.80484719680038,95493327.24033163,25.06914856916151
3.5e-07,0.7,2.2,1e-05,7.79299e-07,1.63779e-05,1.26798e-07,9.64567e-15,0.755395,0.0593604,0.09516470365553581,21.016195324259368,0.0779299,129.16528651871482,270237706.91561633,23.117814856685307
3.5e-07,0.75,2.2,1e-05,1.8923e-06,3.60615e-05,2.78639e-07,1.01938e-14,0.761105,0.0737127,0.10494849077270774,19.05696771125086,0.18922999999999998,129.42014578002363,563025170.2317472,20.962664482375946
3.5e-07,0.8,2.2,1e-05,4.97362e-06,7.902e-05,6.21058e-07,1.07036e-14,0.756069,0.101057,0.12588256137686663,15.887824160269583,0.4973619999999999,127.234493396752,1174971374.408757,17.47660657629654
3.5e-07,0.85,2.2,1e-05,9.68379e-06,0.000127254,1.03649e-06,1.10047e-14,0.759988,0.130734,0.1521962374463671,13.140929326224548,0.9683789999999999,122.7739775588766,1840404838.679478,14.455022258847004
3.5e-07,0.9,2.2,1e-05,1.79271e-05,0.00018735,1.62154e-06,1.12352e-14,0.75764,0.169191,0.19137550040032025,10.450658500259385,1.7927099999999998,115.53831542854324,2653951739.912649,11.495724350285323
3.5e-07,0.95,2.2,1e-05,2.71119e-05,0.000235579,2.1659e-06,1.13691e-14,0.763964,0.20333,0.2301724686835414,8.689136504634495,2.7111899999999998,108.76725610600674,3297847880.5398507,9.558050155097947
3.5e-07,1.0,2.2,1e-05,4.14376e-05,0.000292007,2.9102e-06,1.14874e-14,0.759963,0.24652,0.2838123743608886,7.046909087398884,4.143759999999999,100.3391519483197,4045681134.759396,7.751599996138774
3.5e-07,1.05,2.2,1e-05,5.94706e-05,0.000345771,3.75324e-06,1.15741e-14,0.753887,0.291583,0.34398836223974827,5.814150185133494,5.94706,92.12600313329283,4754681904.236852,6.395565203646845
3.5e-07,1.1,2.2,1e-05,7.52696e-05,0.000383073,4.43969e-06,1.16248e-14,0.760085,0.326704,0.39297783973289685,5.0893454993782345,7.52696,86.2837270169764,5244646059.7207365,5.59828004931606
3.5e-07,1.15,2.2,1e-05,9.35243e-05,0.000419808,5.20227e-06,1.16673e-14,0.764275,0.363198,0.44555749294915775,4.488758536551463,9.35243,80.6970803130172,5726647840.504864,4.937634390206609
3.5e-07,1.2,2.2,1e-05,0.000119759,0.000465747,6.27128e-06,1.17112e-14,0.755875,0.409203,0.5142663291443638,3.889035479588173,11.9759,74.2666568866324,6329491194.77261,4.27793902754699
3.5e-07,1.25,2.2,1e-05,0.000143088,0.000500088,7.19552e-06,1.17406e-14,0.757416,0.447116,0.5722512837740559,3.4949681314994967,14.3088,69.49991105576804,6779166071.660712,3.844464944649446
3.5e-07,1.3,2.2,1e-05,0.00016444,0.000527354,8.02711e-06,1.17623e-14,0.764974,0.480168,0.6236418041770803,3.2069691072731694,16.444,65.69662057701962,7135593876.98693,3.527666018000487
3.5e-07,1.35,2.2,1e-05,0.000201199,0.000571515,9.46685e-06,1.17915e-14,0.750028,0.529941,0.7040900063865341,2.840545927166636,20.119899999999998,60.370133676988644,7713983573.011455,3.1246005198832996
3.5e-07,1.4,2.2,1e-05,0.000218497,0.000587311,1.01254e-05,1.18032e-14,0.767718,0.554944,0.7440589398121269,2.687959102413305,21.8497,58.00373318584945,7919331095.147429,2.956755012654636
3.5e-07,1.45,2.2,1e-05,0.000254675,0.000622348,1.15364e-05,1.18232e-14,0.759185,0.599253,0.8184327739464093,2.4436949052714243,25.467499999999998,53.94646510176485,8377576334.947804,2.688064395798567
3.5e-07,1.5,2.2,1e-05,0.000283247,0.000645911,1.26487e-05,1.18364e-14,0.763457,0.633842,0.8770465280820422,2.2803807277746984,28.324699999999996,51.065405931044296,8685067119.008245,2.508418800552169
3.5e-07,1.55,2.2,1e-05,0.000316476,0.000671484,1.39556e-05,1.18494e-14,0.763084,0.671608,0.9426166520721269,2.121753308307739,31.647599999999997,48.11573848490928,9019021875.126019,2.333928639138513
3.5e-07,1.6,2.2,1e-05,0.000353843,0.000698014,1.54435e-05,1.18616e-14,0.759215,0.711645,1.013856455601177,1.9726658433259947,35.384299999999996,45.19791498041247,9365716129.977932,2.1699324276585945
3.5e-07,1.65,2.2,1e-05,0.000387012,0.000718678,1.6778e-05,1.18708e-14,0.76189,0.746778,1.0770108449124642,1.8569915144750035,38.7012,42.83454523781142,9635505289.56744,2.042690665922504
3.5e-07,1.7,2.2,1e-05,0.000423786,0.000740125,1.82815e-05,1.18794e-14,0.76155,0.783862,1.145174125992231,1.7464592978531617,42.3786,40.48491644558707,9915867152.877169,1.9211052276384781
3.5e-07,1.75,2.2,1e-05,0.000459567,0.000758978,1.97684e-05,1.18866e-14,0.763428,0.819205,1.2110153390480358,1.6515067443920037,45.9567,38.39349669168977,10162292026.147135,1.8166574188312041
3.5e-07,1.8,2.2,1e-05,0.000497836,0.000777794,2.13893e-05,1.1893e-14,0.763593,0.855574,1.2801230145771245,1.5623498501514554,49.78359999999999,36.3636958666249,10408623543.867624,1.718584835166601
3.5e-07,0.3,2.8,1e-05,3.21953e-11,8.67007e-10,6.38435e-12,5.85846e-15,0.756514,0.0448465,0.0742676818064906,26.929613949862247,3.2195299999999994e-06,135.80192188711456,23553.70690339695,37.701459529807146
3.5e-07,0.35,2.8,1e-05,1.21567e-10,3.26549e-09,2.40645e-11,5.88012e-15,0.757111,0.0448487,0.07445559471932237,26.86164830916285,1.2156699999999998e-05,135.69739658002453,88385.76000441374,37.606307632827985
3.5e-07,0.4,2.8,1e-05,4.12914e-10,1.10426e-08,8.14841e-11,5.97677e-15,0.761426,0.0448561,0.07478564830746383,26.743099047259236,4.1291399999999996e-05,135.5184631112082,294052.5358323247,37.44033866616292
3.5e-07,0.45,2.8,1e-05,1.59393e-09,4.22316e-08,3.125e-10,6.21156e-15,0.760721,0.0448836,0.07548518171227232,26.49526641696938,0.000159393,135.14112,1082074.0513944463,37.09337298375713
3.5e-07,0.5,2.8,1e-05,7.49381e-09,1.9435e-07,1.44709e-09,6.71038e-15,0.751899,0.0450186,0.07711664522768202,25.934738137209244,0.0007493809999999999,134.30401702727542,4609539.726499819,36.308633392092936
3.5e-07,0.55,2.8,1e-05,2.3589e-08,5.94593e-07,4.46093e-09,7.27167e-15,0.757007,0.0453895,0.07934503097076488,25.206367374623767,0.0023588999999999997,133.28902269257756,13013848.961495686,35.28891432447327
3.5e-07,0.6,2.8,1e-05,8.09947e-08,1.94788e-06,1.4764e-08,8.0436e-15,0.756974,0.0466665,0.08316189909029305,24.04947484218103,0.00809947,131.93443511243564,38541788.571018085,33.669264779053435
3.5e-07,0.65,2.8,1e-05,2.40652e-07,5.47371e-06,4.17375e-08,8.81196e-15,0.76039,0.049943,0.08793012417537648,22.745333510629457,0.024065199999999995,131.14609164420486,98862001.59232888,31.84346691488124
3.5e-07,0.7,2.8,1e-05,7.47529e-07,1.57526e-05,1.19756e-07,9.59966e-15,0.758764,0.058542,0.09490865000063482,21.072894830835992,0.0747529,131.53912956344567,261165932.60067445,29.502052763170386
3.5e-07,0.75,2.8,1e-05,1.89925e-06,3.61709e-05,2.73833e-07,1.01808e-14,0.762326,0.0732247,0.10501535764938112,19.044833486902725,0.18992499999999998,132.09109201593674,565454338.665197,26.662766881663817
3.5e-07,0.8,2.8,1e-05,4.91157e-06,7.84037e-05,6.00104e-07,1.06865e-14,0.758286,0.0997691,0.12528924017616516,15.963062727396737,0.49115699999999995,130.65018730086786,1167672896.803821,22.34828781835543
3.5e-07,0.85,2.8,1e-05,1.01976e-05,0.000132279,1.04508e-06,1.10172e-14,0.757735,0.132302,0.1541832036831243,12.971581548599671,1.01976,126.57308531404296,1910908099.8123686,18.160214168039538
3.5e-07,0.9,2.8,1e-05,1.84125e-05,0.000191371,1.58871e-06,1.12381e-14,0.756979,0.169697,0.19242727476994947,10.393536999321112,1.8412499999999998,120.45684863820333,2710212635.093041,14.550951799049557
3.5e-07,0.95,2.8,1e-05,3.06036e-05,0.000253222,2.24196e-06,1.13991e-14,0.752437,0.212465,0.24171359518525246,8.27425531636801,3.0603599999999997,112.94670734535852,3535501311.473355,11.583957442915212
3.5e-07,1.0,2.8,1e-05,4.24514e-05,0.000297671,2.78347e-06,1.14894e-14,0.759096,0.247221,0.2852236193650036,7.012042005681792,4.245139999999999,106.9424136060385,4123436477.5451794,9.816858807954508
3.5e-07,1.05,2.8,1e-05,5.78109e-05,0.000343605,3.41628e-06,1.15645e-14,0.761108,0.285831,0.3364962675164797,5.943602331048297,5.78109,100.57869963820295,4728819596.272273,8.321043263467615
3.5e-07,1.1,2.8,1e-05,7.61106e-05,0.000388074,4.10982e-06,1.1624e-14,0.761124,0.325892,0.39224787025154995,5.098816721980907,7.611059999999999,94.42603325693098,5313480332.539934,7.1383434107732695
3.5e-07,1.15,2.8,1e-05,9.88481e-05,0.00043416,4.919e-06,1.16745e-14,0.756275,0.369482,0.4553533259627787,4.392193678988265,9.88481,88.26184183777191,5918772546.38548,6.149071150583572
3.5e-07,1.2,2.8,1e-05,0.000119513,0.000469183,5.61553e-06,1.17084e-14,0.760161,0.405896,0.509451535967842,3.925790499778267,11.9513,83.55097381725322,6377711187.2403345,5.496106699689573
3.5e-07,1.25,2.8,1e-05,0.000143359,0.000504804,6.39471e-06,1.17385e-14,0.761112,0.444298,0.5679788591215601,3.5212578212738648,14.335899999999999,78.94087456663398,6844320133.966105,4.92976094978341
3.5e-07,1.3,2.8,1e-05,0.000170741,0.000541031,7.26765e-06,1.17656e-14,0.759013,0.484715,0.6311690087998655,3.168723388055593,17.074099999999998,74.44373353147166,7318603217.511323,4.43621274327783
3.5e-07,1.35,2.8,1e-05,0.000200199,0.000575484,8.18759e-06,1.17888e-14,0.756576,0.525053,0.6957587005025335,2.874559812986079,20.0199,70.28734951310459,7769333882.184472,4.02438373818051
3.5e-07,1.4,2.8,1e-05,0.000227059,0.00060292,9.01003e-06,1.18062e-14,0.760458,0.560373,0.7531977708485371,2.655345086519363,22.705899999999996,66.91653634893557,8127737823.259435,3.7174831211271075
3.5e-07,1.45,2.8,1e-05,0.000254737,0.000628468,9.84942e-06,1.18213e-14,0.76486,0.595097,0.8106602086343299,2.4671249170713323,25.473699999999997,63.807615067689255,8461318871.450457,3.453974883899865
3.5e-07,1.5,2.8,1e-05,0.000291779,0.000660802,1.0975e-05,1.1838e-14,0.758432,0.637535,0.8831056806728792,2.2647346107841897,29.177899999999998,60.20974943052392,8884093994.341158,3.1706284550978654
3.5e-07,1.55,2.8,1e-05,0.000324329,0.000685606,1.19554e-05,1.18503e-14,0.75985,0.673974,0.946108989711292,2.1139213576337608,32.4329,57.346972916004475,9208001815.436066,2.959489900687265
3.5e-07,1.6,2.8,1e-05,0.000355057,0.000706561,1.28783e-05,1.18602e-14,0.764823,0.707661,1.0050285821040221,1.9899931560284687,35.5057,54.864461924322306,9481515973.251097,2.785990418439856
3.5e-07,1.65,2.8,1e-05,0.00039287,0.000731284,1.40225e-05,1.18705e-14,0.762645,0.746275,1.0744662812258987,1.8613892636240994,39.287,52.15075771082189,9804765039.72146,2.605944969073739
3.5e-07,1.7,2.8,1e-05,0.000429949,0.000753184,1.51478e-05,1.1879e-14,0.762688,0.783096,1.1416838382121766,1.751798469120756,42.994899999999994,49.72233591676679,10091165641.697626,2.4525178567690586
3.5e-07,1.75,2.8,1e-05,0.000473592,0.000777625,1.64847e-05,1.18874e-14,0.756887,0.823798,1.2180472592830736,1.641972415074579,47.359199999999994,47.172529679035705,10411264248.013453,2.29876138110441
3.5e-07,1.8,2.8,1e-05,0.000511896,0.000796444,1.76644e-05,1.18935e-14,0.757984,0.859487,1.285453842329153,1.5558707237407599,51.18959999999999,45.087520663028464,10657754193.120739,2.178219013237064
5e-07,0.3,0.3,1e-05,6.49564e-12,1.75512e-10,8.99021e-13,8.38421e-15,0.790211,0.0423408,0.07401932631387029,27.019970318552133,6.49564e-07,195.22569550655655,3331.691640827786,4.05299554778282
5e-07,0.35,0.3,1e-05,2.34535e-11,6.32763e-10,3.24439e-12,8.3593e-15,0.792629,0.0423417,0.0741304406231085,26.979470015136332,2.34535e-06,195.0329645942689,12047.343588058447,4.046920502270449
5e-07,0.4,0.3,1e-05,1.00412e-10,2.69982e-09,1.38873e-11,8.43375e-15,0.7887,0.0423447,0.07438421820713974,26.887423813886787,1.00412e-05,194.40928042168022,50948.83040857991,4.033113572083018
5e-07,0.45,0.3,1e-05,3.67655e-10,9.82536e-09,5.07831e-11,8.64268e-15,0.790277,0.0423563,0.07483797031355595,26.724401952917813,3.67655e-05,193.47696379307288,180933.9940455258,4.008660292937672
5e-07,0.5,0.3,1e-05,1.40847e-09,3.7191e-08,1.94121e-10,9.06939e-15,0.789755,0.042401,0.07574251835121401,26.405248248099,0.000140847,191.58669077534114,652649.3500147947,3.96078723721485
5e-07,0.55,0.3,1e-05,5.48074e-09,1.41477e-07,7.52147e-10,9.78899e-15,0.787797,0.0425746,0.07747888349343003,25.813485040341266,0.000548074,188.09753944375234,2300213.1868366473,3.87202275605119
5e-07,0.6,0.3,1e-05,1.76621e-08,4.41336e-07,2.40561e-09,1.06678e-14,0.791716,0.0430879,0.08003924447586419,24.9877421144711,0.0017662099999999996,183.46115953957624,6584375.969216214,3.748161317170665
5e-07,0.65,0.3,1e-05,7.23109e-08,1.70671e-06,9.70308e-09,1.19786e-14,0.783874,0.0452461,0.08473718440742715,23.602389128056764,0.007231089999999999,175.89363377401816,22676383.961762536,3.5403583692085148
5e-07,0.7,0.3,1e-05,2.05268e-07,4.59197e-06,2.70078e-08,1.30168e-14,0.788431,0.0498491,0.08940302310337395,22.37060818052497,0.020526799999999998,170.0238449633069,56145498.43507549,3.355591227078745
5e-07,0.75,0.3,1e-05,5.81572e-07,1.20522e-05,7.46784e-08,1.39913e-14,0.79018,0.0600559,0.09650885315544051,20.7234873755958,0.0581572,161.38803188070446,137097139.30314845,3.1085231063393692
5e-07,0.8,0.3,1e-05,1.61929e-06,2.92635e-05,2.05027e-07,1.48324e-14,0.787647,0.0796678,0.11066960548123089,18.071809249732905,0.161929,142.7299819048223,314003848.1412097,2.710771387459936
5e-07,0.85,0.3,1e-05,3.60641e-06,5.44882e-05,4.66904e-07,1.54115e-14,0.789384,0.105538,0.13237398188965685,15.108709214981102,0.360641,116.70107773760773,562700994.0745425,2.266306382247165
5e-07,0.9,0.3,1e-05,6.80504e-06,8.41831e-05,9.49873e-07,1.58238e-14,0.792978,0.135839,0.16167235466500998,12.370698776201168,0.680504,88.625637322042,846709165.2952726,1.855604816430175
5e-07,0.95,0.3,1e-05,1.27226e-05,0.000122463,2.1645e-06,1.62213e-14,0.785987,0.177405,0.20777867600826372,9.625626837281688,1.27226,56.57796257796258,1201543143.6360085,1.443844025592253
5e-07,1.0,0.3,1e-05,1.92906e-05,0.000151901,4.36472e-06,1.65154e-14,0.788122,0.214169,0.25398911132908936,7.8743533119757805,1.92906,34.80200333583827,1463833453.0560565,1.181152996796367
5e-07,1.05,0.3,1e-05,2.70704e-05,0.000176588,9.15329e-06,1.68093e-14,0.790754,0.251216,0.3065938795388135,6.523287428335008,2.7070399999999997,19.292298179124664,1671982360.4023736,0.9784931142502512
