L (GM/ID=ID/W (GM/ID=15)),ID/W
2.8e-07,2.0790632942846092
3e-07,1.9777798625964256
3.5e-07,1.763240466147774
4e-07,1.5858630697820308
5e-07,1.313502542727998
6e-07,1.1219332868091305
8e-07,0.8620479109503464
1e-06,0.6985364119474374
1.2e-06,0.5862545134918687
1.5e-06,0.44337117555274563
2e-06,0.3131058842647692
3e-06,0.19578724441412537
4e-06,0.14202789453130968
5e-06,0.11139167605792862
7e-06,0.07767784851032328
1e-05,0.053412237067984716
