L (GM/ID=ID/W (GM/ID=14)),ID/W
2.8e-07,1.0446745450125827
3e-07,0.9531990985352545
3.5e-07,0.7803063219676692
4e-07,0.658957814999795
5e-07,0.500631095130584
6e-07,0.3931970310124659
8e-07,0.2727758685327764
1e-06,0.20752718684442362
1.2e-06,0.16712006822605943
1.5e-06,0.12883722645749518
2e-06,0.09308630468869176
3e-06,0.05966096337278916
4e-06,0.04387155477773
5e-06,0.03467324355395748
7e-06,0.024417569088985656
1e-05,0.016907595338914217
